Region,Country,Date,Measure,Value,New,Population
Bayern,Germany,2020-08-19,Cases,54301,397,13124737
Bayern,Germany,2020-08-20,Cases,54695,394,13124737
Bayern,Germany,2020-08-21,Cases,55007,312,13124737
Bayern,Germany,2020-08-22,Cases,55199,192,13124737
Bayern,Germany,2020-08-23,Cases,55322,123,13124737
Bayern,Germany,2020-08-24,Cases,55679,357,13124737
Bayern,Germany,2020-08-25,Cases,56013,334,13124737
Bayern,Germany,2020-08-26,Cases,56504,491,13124737
Bayern,Germany,2020-08-27,Cases,56914,410,13124737
Bayern,Germany,2020-08-28,Cases,57199,285,13124737
Bayern,Germany,2020-08-29,Cases,57374,175,13124737
Bayern,Germany,2020-08-30,Cases,57487,113,13124737
Bayern,Germany,2020-08-31,Cases,57762,275,13124737
Bayern,Germany,2020-09-01,Cases,58094,332,13124737
Bayern,Germany,2020-09-02,Cases,58440,346,13124737
Bayern,Germany,2020-09-03,Cases,58839,399,13124737
Bayern,Germany,2020-09-04,Cases,59225,386,13124737
Bayern,Germany,2020-09-05,Cases,59535,310,13124737
Bayern,Germany,2020-09-06,Cases,59734,199,13124737
Bayern,Germany,2020-09-07,Cases,60164,430,13124737
Bayern,Germany,2020-09-08,Cases,60628,464,13124737
Bayern,Germany,2020-09-09,Cases,61164,536,13124737
Bayern,Germany,2020-09-10,Cases,61561,397,13124737
Bayern,Germany,2020-09-11,Cases,61921,360,13124737
Bayern,Germany,2020-09-12,Cases,62178,257,13124737
Bayern,Germany,2020-09-13,Cases,62395,217,13124737
Bayern,Germany,2020-09-14,Cases,62790,395,13124737
Bayern,Germany,2020-09-15,Cases,63338,548,13124737
Bayern,Germany,2020-09-16,Cases,63856,518,13124737
Bayern,Germany,2020-09-17,Cases,64390,534,13124737
Bayern,Germany,2020-09-18,Cases,64849,459,13124737
Bayern,Germany,2020-09-19,Cases,65158,309,13124737
Bayern,Germany,2020-09-20,Cases,65324,166,13124737
Bayern,Germany,2020-09-21,Cases,65714,390,13124737
Bayern,Germany,2020-09-22,Cases,66055,341,13124737
Bayern,Germany,2020-09-23,Cases,66481,426,13124737
Bayern,Germany,2020-09-24,Cases,66882,401,13124737
Bayern,Germany,2020-09-25,Cases,67243,361,13124737
Bayern,Germany,2020-09-26,Cases,67482,239,13124737
Bayern,Germany,2020-09-27,Cases,67609,127,13124737
Bayern,Germany,2020-09-28,Cases,68030,421,13124737
Bayern,Germany,2020-09-29,Cases,68375,345,13124737
Bayern,Germany,2020-09-30,Cases,68771,396,13124737
Bayern,Germany,2020-10-01,Cases,69124,353,13124737
Bayern,Germany,2020-10-02,Cases,69470,346,13124737
Bayern,Germany,2020-10-03,Cases,69777,307,13124737
Bayern,Germany,2020-10-04,Cases,69928,151,13124737
Bayern,Germany,2020-10-05,Cases,70289,361,13124737
Bayern,Germany,2020-10-06,Cases,70783,494,13124737
Bayern,Germany,2020-10-07,Cases,71446,663,13124737
Bayern,Germany,2020-10-08,Cases,72133,687,13124737
Bayern,Germany,2020-10-09,Cases,72870,737,13124737
Bayern,Germany,2020-10-10,Cases,73291,421,13124737
Bayern,Germany,2020-10-11,Cases,73612,321,13124737
Bayern,Germany,2020-10-12,Cases,74291,679,13124737
Bayern,Germany,2020-10-13,Cases,74980,689,13124737
Bayern,Germany,2020-10-14,Cases,76132,1152,13124737
Bayern,Germany,2020-10-15,Cases,77414,1282,13124737
Bayern,Germany,2020-10-16,Cases,78682,1268,13124737
Bayern,Germany,2020-10-17,Cases,79666,984,13124737
Bayern,Germany,2020-10-18,Cases,80240,574,13124737
Bayern,Germany,2020-10-19,Cases,81317,1077,13124737
Bayern,Germany,2020-10-20,Cases,82780,1463,13124737
Bayern,Germany,2020-10-21,Cases,85007,2227,13124737
Bayern,Germany,2020-10-22,Cases,87251,2244,13124737
Bayern,Germany,2020-10-23,Cases,89369,2118,13124737
Bayern,Germany,2020-10-24,Cases,91038,1669,13124737
Bayern,Germany,2020-10-25,Cases,92447,1409,13124737
Bayern,Germany,2020-10-26,Cases,94737,2290,13124737
Bayern,Germany,2020-10-27,Cases,97464,2727,13124737
Bayern,Germany,2020-10-28,Cases,100590,3126,13124737
Bayern,Germany,2020-10-29,Cases,103569,2979,13124737
Bayern,Germany,2020-10-30,Cases,106707,3138,13124737
Bayern,Germany,2020-10-31,Cases,109323,2616,13124737
Bayern,Germany,2020-11-01,Cases,111394,2071,13124737
Bayern,Germany,2020-11-02,Cases,114230,2836,13124737
Bayern,Germany,2020-11-03,Cases,117658,3428,13124737
Bayern,Germany,2020-11-04,Cases,121377,3719,13124737
Bayern,Germany,2020-11-05,Cases,125333,3956,13124737
Bayern,Germany,2020-11-06,Cases,129812,4479,13124737
Bayern,Germany,2020-11-07,Cases,132920,3108,13124737
Bayern,Germany,2020-11-08,Cases,135100,2180,13124737
Bayern,Germany,2020-11-09,Cases,138133,3033,13124737
Bayern,Germany,2020-11-10,Cases,141996,3863,13124737
Bayern,Germany,2020-11-11,Cases,146604,4608,13124737
Bayern,Germany,2020-11-12,Cases,151200,4596,13124737
Bayern,Germany,2020-11-13,Cases,155278,4078,13124737
Bayern,Germany,2020-11-14,Cases,158433,3155,13124737
Bayern,Germany,2020-11-15,Cases,159964,1531,13124737
Bayern,Germany,2020-11-16,Cases,162402,2438,13124737
Bayern,Germany,2020-11-17,Cases,166002,3600,13124737
Bayern,Germany,2020-11-18,Cases,170770,4768,13124737
Bayern,Germany,2020-11-19,Cases,175369,4599,13124737
Bayern,Germany,2020-11-20,Cases,179574,4205,13124737
Bayern,Germany,2020-11-21,Cases,182361,2787,13124737
Bayern,Germany,2020-11-22,Cases,184190,1829,13124737
Bayern,Germany,2020-11-23,Cases,187191,3001,13124737
Bayern,Germany,2020-11-24,Cases,191034,3843,13124737
Bayern,Germany,2020-11-25,Cases,195341,4307,13124737
Bayern,Germany,2020-11-26,Cases,199883,4542,13124737
Bayern,Germany,2020-11-27,Cases,203694,3811,13124737
Bayern,Germany,2020-11-28,Cases,206572,2878,13124737
Bayern,Germany,2020-11-29,Cases,208600,2028,13124737
Bayern,Germany,2020-11-30,Cases,211249,2649,13124737
Bayern,Germany,2020-12-01,Cases,214873,3624,13124737
Bayern,Germany,2020-12-02,Cases,219285,4412,13124737
Bayern,Germany,2020-12-03,Cases,223840,4555,13124737
Bayern,Germany,2020-12-04,Cases,227635,3795,13124737
Bayern,Germany,2020-12-05,Cases,230472,2837,13124737
Bayern,Germany,2020-12-06,Cases,232907,2435,13124737
Bayern,Germany,2020-12-07,Cases,235870,2963,13124737
Bayern,Germany,2020-12-08,Cases,240159,4289,13124737
Bayern,Germany,2020-12-09,Cases,245163,5004,13124737
Bayern,Germany,2020-12-10,Cases,250071,4908,13124737
Bayern,Germany,2020-12-11,Cases,255025,4954,13124737
Bayern,Germany,2020-12-12,Cases,258411,3386,13124737
Bayern,Germany,2020-12-13,Cases,261073,2662,13124737
Bayern,Germany,2020-12-14,Cases,264155,3082,13124737
Bayern,Germany,2020-12-15,Cases,268967,4812,13124737
Bayern,Germany,2020-12-16,Cases,274303,5336,13124737
Bayern,Germany,2020-12-17,Cases,279871,5568,13124737
Bayern,Germany,2020-12-18,Cases,284640,4769,13124737
Bayern,Germany,2020-12-19,Cases,288292,3652,13124737
Bayern,Germany,2020-12-20,Cases,290579,2287,13124737
Bayern,Germany,2020-12-21,Cases,293390,2811,13124737
Bayern,Germany,2020-12-22,Cases,297712,4322,13124737
Bayern,Germany,2020-12-23,Cases,303054,5342,13124737
Bayern,Germany,2020-12-24,Cases,306531,3477,13124737
Bayern,Germany,2020-12-25,Cases,309267,2736,13124737
Bayern,Germany,2020-12-26,Cases,311492,2225,13124737
Bayern,Germany,2020-12-27,Cases,313206,1714,13124737
Bayern,Germany,2020-12-28,Cases,315529,2323,13124737
Bayern,Germany,2020-12-29,Cases,319987,4458,13124737
Bayern,Germany,2020-12-30,Cases,325678,5691,13124737
Bayern,Germany,2020-12-31,Cases,329553,3875,13124737
Bayern,Germany,2021-01-01,Cases,331520,1967,13124737
Bayern,Germany,2021-01-02,Cases,333349,1829,13124737
Bayern,Germany,2021-01-03,Cases,335085,1736,13124737
Bayern,Germany,2021-01-04,Cases,337313,2228,13124737
Bayern,Germany,2021-01-05,Cases,341584,4271,13124737
Bayern,Germany,2021-01-06,Cases,345095,3511,13124737
Bayern,Germany,2021-01-07,Cases,348655,3560,13124737
Bayern,Germany,2021-01-08,Cases,352723,4068,13124737
Bayern,Germany,2021-01-09,Cases,355738,3015,13124737
Bayern,Germany,2021-01-10,Cases,357497,1759,13124737
Bayern,Germany,2021-01-11,Cases,359368,1871,13124737
Bayern,Germany,2021-01-12,Cases,362703,3335,13124737
Bayern,Germany,2021-01-13,Cases,366713,4010,13124737
Bayern,Germany,2021-01-14,Cases,369981,3268,13124737
Bayern,Germany,2021-01-15,Cases,372872,2891,13124737
Bayern,Germany,2021-01-16,Cases,375021,2149,13124737
Bayern,Germany,2021-01-17,Cases,376307,1286,13124737
Bayern,Germany,2021-01-18,Cases,377449,1142,13124737
Bayern,Germany,2021-01-19,Cases,380338,2889,13124737
Bayern,Germany,2021-01-20,Cases,383178,2840,13124737
Bayern,Germany,2021-01-21,Cases,385643,2465,13124737
Bayern,Germany,2021-01-22,Cases,387942,2299,13124737
Bayern,Germany,2021-01-23,Cases,389706,1764,13124737
Bayern,Germany,2021-01-24,Cases,390733,1027,13124737
Bayern,Germany,2021-01-25,Cases,391488,755,13124737
Bayern,Germany,2021-01-26,Cases,394077,2589,13124737
Bayern,Germany,2021-01-27,Cases,396464,2387,13124737
Bayern,Germany,2021-01-28,Cases,398619,2155,13124737
Bayern,Germany,2021-01-29,Cases,400539,1920,13124737
Bayern,Germany,2021-01-30,Cases,402255,1716,13124737
Bayern,Germany,2021-01-31,Cases,403043,788,13124737
Bayern,Germany,2021-02-01,Cases,403758,715,13124737
Bayern,Germany,2021-02-02,Cases,405692,1934,13124737
Bayern,Germany,2021-02-03,Cases,407969,2277,13124737
Bayern,Germany,2021-02-04,Cases,409747,1778,13124737
Bayern,Germany,2021-02-05,Cases,411217,1470,13124737
Bayern,Germany,2021-02-06,Cases,412650,1433,13124737
Bayern,Germany,2021-02-07,Cases,413215,565,13124737
Bayern,Germany,2021-02-08,Cases,413679,464,13124737
Bayern,Germany,2021-02-09,Cases,415154,1475,13124737
Bayern,Germany,2021-02-10,Cases,416858,1704,13124737
Bayern,Germany,2021-02-11,Cases,418245,1387,13124737
Bayern,Germany,2021-02-12,Cases,419491,1246,13124737
Bayern,Germany,2021-02-13,Cases,420302,811,13124737
Bayern,Germany,2021-02-14,Cases,420973,671,13124737
Bayern,Germany,2021-02-15,Cases,421516,543,13124737
Bayern,Germany,2021-02-16,Cases,422865,1349,13124737
Bayern,Germany,2021-02-17,Cases,424503,1638,13124737
Bayern,Germany,2021-02-18,Cases,425815,1312,13124737
Bayern,Germany,2021-02-19,Cases,427126,1311,13124737
Bayern,Germany,2021-02-20,Cases,428175,1049,13124737
Bayern,Germany,2021-02-21,Cases,428775,600,13124737
Bayern,Germany,2021-02-22,Cases,429287,512,13124737
Bayern,Germany,2021-02-23,Cases,430816,1529,13124737
Bayern,Germany,2021-02-24,Cases,432454,1638,13124737
Bayern,Germany,2021-02-25,Cases,433956,1502,13124737
Bayern,Germany,2021-02-26,Cases,435445,1489,13124737
Bayern,Germany,2021-02-27,Cases,436909,1464,13124737
Bayern,Germany,2021-02-28,Cases,437643,734,13124737
Bayern,Germany,2021-03-01,Cases,438184,541,13124737
Bayern,Germany,2021-03-02,Cases,440062,1878,13124737
Bayern,Germany,2021-03-03,Cases,441866,1804,13124737
Bayern,Germany,2021-03-04,Cases,443595,1729,13124737
Bayern,Germany,2021-03-05,Cases,445277,1682,13124737
Bayern,Germany,2021-03-06,Cases,446593,1316,13124737
Bayern,Germany,2021-03-07,Cases,447352,759,13124737
Bayern,Germany,2021-03-08,Cases,448170,818,13124737
Bayern,Germany,2021-03-09,Cases,450000,1830,13124737
Bayern,Germany,2021-03-10,Cases,452461,2461,13124737
Bayern,Germany,2021-03-11,Cases,454589,2128,13124737
Bayern,Germany,2021-03-12,Cases,456557,1968,13124737
Bayern,Germany,2021-03-13,Cases,458221,1664,13124737
Bayern,Germany,2021-03-14,Cases,459233,1012,13124737
Bayern,Germany,2021-03-15,Cases,460201,968,13124737
Bayern,Germany,2021-03-16,Cases,462845,2644,13124737
Bayern,Germany,2021-03-17,Cases,465855,3010,13124737
Bayern,Germany,2021-03-18,Cases,468440,2585,13124737
Bayern,Germany,2021-03-19,Cases,470818,2378,13124737
Bayern,Germany,2021-03-20,Cases,472921,2103,13124737
Bayern,Germany,2021-03-21,Cases,474216,1295,13124737
Bayern,Germany,2021-03-22,Cases,475200,984,13124737
Bayern,Germany,2021-03-23,Cases,478394,3194,13124737
Bayern,Germany,2021-03-24,Cases,481895,3501,13124737
Bayern,Germany,2021-03-25,Cases,485472,3577,13124737
Bayern,Germany,2021-03-26,Cases,488790,3318,13124737
Bayern,Germany,2021-03-27,Cases,491437,2647,13124737
Bayern,Germany,2021-03-28,Cases,492838,1401,13124737
Bayern,Germany,2021-03-29,Cases,494243,1405,13124737
Bayern,Germany,2021-03-30,Cases,497609,3366,13124737
Bayern,Germany,2021-03-31,Cases,501715,4106,13124737
Bayern,Germany,2021-04-01,Cases,504947,3232,13124737
Bayern,Germany,2021-04-02,Cases,507531,2584,13124737
Bayern,Germany,2021-04-03,Cases,509345,1814,13124737
Bayern,Germany,2021-04-04,Cases,510722,1377,13124737
Bayern,Germany,2021-04-05,Cases,511748,1026,13124737
Bayern,Germany,2021-04-06,Cases,514129,2381,13124737
Bayern,Germany,2021-04-07,Cases,518501,4372,13124737
Bayern,Germany,2021-04-08,Cases,523017,4516,13124737
Bayern,Germany,2021-04-09,Cases,526708,3691,13124737
Bayern,Germany,2021-04-10,Cases,529676,2968,13124737
Bayern,Germany,2021-04-11,Cases,531570,1894,13124737
Bayern,Germany,2021-04-12,Cases,533352,1782,13124737
Bayern,Germany,2021-04-13,Cases,537890,4538,13124737
Bayern,Germany,2021-04-14,Cases,541911,4021,13124737
Bayern,Germany,2020-03-05,Deaths,1,NA,13124737
Bayern,Germany,2020-03-06,Deaths,1,0,13124737
Bayern,Germany,2020-03-07,Deaths,1,0,13124737
Bayern,Germany,2020-03-08,Deaths,1,0,13124737
Bayern,Germany,2020-03-09,Deaths,1,0,13124737
Bayern,Germany,2020-03-10,Deaths,4,3,13124737
Bayern,Germany,2020-03-11,Deaths,5,1,13124737
Bayern,Germany,2020-03-12,Deaths,8,3,13124737
Bayern,Germany,2020-03-13,Deaths,11,3,13124737
Bayern,Germany,2020-03-14,Deaths,16,5,13124737
Bayern,Germany,2020-03-15,Deaths,19,3,13124737
Bayern,Germany,2020-03-16,Deaths,27,8,13124737
Bayern,Germany,2020-03-17,Deaths,37,10,13124737
Bayern,Germany,2020-03-18,Deaths,49,12,13124737
Bayern,Germany,2020-03-19,Deaths,60,11,13124737
Bayern,Germany,2020-03-20,Deaths,86,26,13124737
Bayern,Germany,2020-03-21,Deaths,127,41,13124737
Bayern,Germany,2020-03-22,Deaths,147,20,13124737
Bayern,Germany,2020-03-23,Deaths,196,49,13124737
Bayern,Germany,2020-03-24,Deaths,245,49,13124737
Bayern,Germany,2020-03-25,Deaths,311,66,13124737
Bayern,Germany,2020-03-26,Deaths,405,94,13124737
Bayern,Germany,2020-03-27,Deaths,475,70,13124737
Bayern,Germany,2020-03-28,Deaths,565,90,13124737
Bayern,Germany,2020-03-29,Deaths,613,48,13124737
Bayern,Germany,2020-03-30,Deaths,686,73,13124737
Bayern,Germany,2020-03-31,Deaths,818,132,13124737
Bayern,Germany,2020-04-01,Deaths,925,107,13124737
Bayern,Germany,2020-04-02,Deaths,1052,127,13124737
Bayern,Germany,2020-04-03,Deaths,1147,95,13124737
Bayern,Germany,2020-04-04,Deaths,1230,83,13124737
Bayern,Germany,2020-04-05,Deaths,1279,49,13124737
Bayern,Germany,2020-04-06,Deaths,1351,72,13124737
Bayern,Germany,2020-04-07,Deaths,1447,96,13124737
Bayern,Germany,2020-04-08,Deaths,1537,90,13124737
Bayern,Germany,2020-04-09,Deaths,1626,89,13124737
Bayern,Germany,2020-04-10,Deaths,1684,58,13124737
Bayern,Germany,2020-04-11,Deaths,1755,71,13124737
Bayern,Germany,2020-04-12,Deaths,1797,42,13124737
Bayern,Germany,2020-04-13,Deaths,1842,45,13124737
Bayern,Germany,2020-04-14,Deaths,1912,70,13124737
Bayern,Germany,2020-04-15,Deaths,1982,70,13124737
Bayern,Germany,2020-04-16,Deaths,2037,55,13124737
Bayern,Germany,2020-04-17,Deaths,2089,52,13124737
Bayern,Germany,2020-04-18,Deaths,2124,35,13124737
Bayern,Germany,2020-04-19,Deaths,2163,39,13124737
Bayern,Germany,2020-04-20,Deaths,2196,33,13124737
Bayern,Germany,2020-04-21,Deaths,2232,36,13124737
Bayern,Germany,2020-04-22,Deaths,2268,36,13124737
Bayern,Germany,2020-04-23,Deaths,2305,37,13124737
Bayern,Germany,2020-04-24,Deaths,2330,25,13124737
Bayern,Germany,2020-04-25,Deaths,2349,19,13124737
Bayern,Germany,2020-04-26,Deaths,2360,11,13124737
Bayern,Germany,2020-04-27,Deaths,2383,23,13124737
Bayern,Germany,2020-04-28,Deaths,2402,19,13124737
Bayern,Germany,2020-04-29,Deaths,2420,18,13124737
Bayern,Germany,2020-04-30,Deaths,2432,12,13124737
Bayern,Germany,2020-05-01,Deaths,2455,23,13124737
Bayern,Germany,2020-05-02,Deaths,2462,7,13124737
Bayern,Germany,2020-05-03,Deaths,2466,4,13124737
Bayern,Germany,2020-05-04,Deaths,2473,7,13124737
Bayern,Germany,2020-05-05,Deaths,2482,9,13124737
Bayern,Germany,2020-05-06,Deaths,2494,12,13124737
Bayern,Germany,2020-05-07,Deaths,2509,15,13124737
Bayern,Germany,2020-05-08,Deaths,2522,13,13124737
Bayern,Germany,2020-05-09,Deaths,2526,4,13124737
Bayern,Germany,2020-05-10,Deaths,2532,6,13124737
Bayern,Germany,2020-05-11,Deaths,2542,10,13124737
Bayern,Germany,2020-05-12,Deaths,2551,9,13124737
Bayern,Germany,2020-05-13,Deaths,2558,7,13124737
Bayern,Germany,2020-05-14,Deaths,2562,4,13124737
Bayern,Germany,2020-05-15,Deaths,2571,9,13124737
Bayern,Germany,2020-05-16,Deaths,2578,7,13124737
Bayern,Germany,2020-05-17,Deaths,2580,2,13124737
Bayern,Germany,2020-05-18,Deaths,2585,5,13124737
Bayern,Germany,2020-05-19,Deaths,2589,4,13124737
Bayern,Germany,2020-05-20,Deaths,2596,7,13124737
Bayern,Germany,2020-05-21,Deaths,2598,2,13124737
Bayern,Germany,2020-05-22,Deaths,2603,5,13124737
Bayern,Germany,2020-05-23,Deaths,2605,2,13124737
Bayern,Germany,2020-05-24,Deaths,2605,0,13124737
Bayern,Germany,2020-05-25,Deaths,2608,3,13124737
Bayern,Germany,2020-05-26,Deaths,2613,5,13124737
Bayern,Germany,2020-05-27,Deaths,2616,3,13124737
Bayern,Germany,2020-05-28,Deaths,2616,0,13124737
Bayern,Germany,2020-05-29,Deaths,2617,1,13124737
Bayern,Germany,2020-05-30,Deaths,2617,0,13124737
Bayern,Germany,2020-05-31,Deaths,2618,1,13124737
Bayern,Germany,2020-06-01,Deaths,2619,1,13124737
Bayern,Germany,2020-06-02,Deaths,2620,1,13124737
Bayern,Germany,2020-06-03,Deaths,2623,3,13124737
Bayern,Germany,2020-06-04,Deaths,2624,1,13124737
Bayern,Germany,2020-06-05,Deaths,2625,1,13124737
Bayern,Germany,2020-06-06,Deaths,2626,1,13124737
Bayern,Germany,2020-06-07,Deaths,2629,3,13124737
Bayern,Germany,2020-06-08,Deaths,2629,0,13124737
Bayern,Germany,2020-06-09,Deaths,2629,0,13124737
Bayern,Germany,2020-06-10,Deaths,2630,1,13124737
Bayern,Germany,2020-06-11,Deaths,2630,0,13124737
Bayern,Germany,2020-06-12,Deaths,2632,2,13124737
Bayern,Germany,2020-06-13,Deaths,2632,0,13124737
Bayern,Germany,2020-06-14,Deaths,2632,0,13124737
Bayern,Germany,2020-06-15,Deaths,2633,1,13124737
Bayern,Germany,2020-06-16,Deaths,2635,2,13124737
Bayern,Germany,2020-06-17,Deaths,2635,0,13124737
Bayern,Germany,2020-06-18,Deaths,2636,1,13124737
Bayern,Germany,2020-06-19,Deaths,2637,1,13124737
Bayern,Germany,2020-06-20,Deaths,2637,0,13124737
Bayern,Germany,2020-06-21,Deaths,2638,1,13124737
Bayern,Germany,2020-06-22,Deaths,2638,0,13124737
Bayern,Germany,2020-06-23,Deaths,2641,3,13124737
Bayern,Germany,2020-06-24,Deaths,2642,1,13124737
Bayern,Germany,2020-06-25,Deaths,2644,2,13124737
Bayern,Germany,2020-06-26,Deaths,2644,0,13124737
Bayern,Germany,2020-06-27,Deaths,2645,1,13124737
Bayern,Germany,2020-06-28,Deaths,2645,0,13124737
Bayern,Germany,2020-06-29,Deaths,2645,0,13124737
Bayern,Germany,2020-06-30,Deaths,2645,0,13124737
Bayern,Germany,2020-07-01,Deaths,2646,1,13124737
Bayern,Germany,2020-07-02,Deaths,2646,0,13124737
Bayern,Germany,2020-07-03,Deaths,2646,0,13124737
Bayern,Germany,2020-07-04,Deaths,2646,0,13124737
Bayern,Germany,2020-07-05,Deaths,2646,0,13124737
Bayern,Germany,2020-07-06,Deaths,2646,0,13124737
Bayern,Germany,2020-07-07,Deaths,2646,0,13124737
Bayern,Germany,2020-07-08,Deaths,2647,1,13124737
Bayern,Germany,2020-07-09,Deaths,2648,1,13124737
Bayern,Germany,2020-07-10,Deaths,2648,0,13124737
Bayern,Germany,2020-07-11,Deaths,2648,0,13124737
Bayern,Germany,2020-07-12,Deaths,2648,0,13124737
Bayern,Germany,2020-07-13,Deaths,2649,1,13124737
Bayern,Germany,2020-07-14,Deaths,2649,0,13124737
Bayern,Germany,2020-07-15,Deaths,2650,1,13124737
Bayern,Germany,2020-07-16,Deaths,2652,2,13124737
Bayern,Germany,2020-07-17,Deaths,2652,0,13124737
Bayern,Germany,2020-07-18,Deaths,2652,0,13124737
Bayern,Germany,2020-07-19,Deaths,2653,1,13124737
Bayern,Germany,2020-07-20,Deaths,2653,0,13124737
Bayern,Germany,2020-07-21,Deaths,2654,1,13124737
Bayern,Germany,2020-07-22,Deaths,2654,0,13124737
Bayern,Germany,2020-07-23,Deaths,2654,0,13124737
Bayern,Germany,2020-07-24,Deaths,2654,0,13124737
Bayern,Germany,2020-07-25,Deaths,2654,0,13124737
Bayern,Germany,2020-07-26,Deaths,2654,0,13124737
Bayern,Germany,2020-07-27,Deaths,2654,0,13124737
Bayern,Germany,2020-07-28,Deaths,2654,0,13124737
Bayern,Germany,2020-07-29,Deaths,2654,0,13124737
Bayern,Germany,2020-07-30,Deaths,2656,2,13124737
Bayern,Germany,2020-07-31,Deaths,2656,0,13124737
Bayern,Germany,2020-08-01,Deaths,2656,0,13124737
Bayern,Germany,2020-08-02,Deaths,2656,0,13124737
Bayern,Germany,2020-08-03,Deaths,2657,1,13124737
Bayern,Germany,2020-08-04,Deaths,2657,0,13124737
Bayern,Germany,2020-08-05,Deaths,2657,0,13124737
Bayern,Germany,2020-08-06,Deaths,2658,1,13124737
Bayern,Germany,2020-08-07,Deaths,2658,0,13124737
Bayern,Germany,2020-08-08,Deaths,2658,0,13124737
Bayern,Germany,2020-08-09,Deaths,2658,0,13124737
Bayern,Germany,2020-08-10,Deaths,2658,0,13124737
Bayern,Germany,2020-08-11,Deaths,2658,0,13124737
Bayern,Germany,2020-08-12,Deaths,2658,0,13124737
Bayern,Germany,2020-08-13,Deaths,2658,0,13124737
Bayern,Germany,2020-08-14,Deaths,2658,0,13124737
Bayern,Germany,2020-08-15,Deaths,2658,0,13124737
Bayern,Germany,2020-08-16,Deaths,2659,1,13124737
Bayern,Germany,2020-08-17,Deaths,2661,2,13124737
Bayern,Germany,2020-08-18,Deaths,2662,1,13124737
Bayern,Germany,2020-08-19,Deaths,2662,0,13124737
Bayern,Germany,2020-08-20,Deaths,2662,0,13124737
Bayern,Germany,2020-08-21,Deaths,2662,0,13124737
Bayern,Germany,2020-08-22,Deaths,2662,0,13124737
Bayern,Germany,2020-08-23,Deaths,2662,0,13124737
Bayern,Germany,2020-08-24,Deaths,2663,1,13124737
Bayern,Germany,2020-08-25,Deaths,2664,1,13124737
Bayern,Germany,2020-08-26,Deaths,2664,0,13124737
Bayern,Germany,2020-08-27,Deaths,2664,0,13124737
Bayern,Germany,2020-08-28,Deaths,2667,3,13124737
Bayern,Germany,2020-08-29,Deaths,2667,0,13124737
Bayern,Germany,2020-08-30,Deaths,2667,0,13124737
Bayern,Germany,2020-08-31,Deaths,2667,0,13124737
Bayern,Germany,2020-09-01,Deaths,2668,1,13124737
Bayern,Germany,2020-09-02,Deaths,2669,1,13124737
Bayern,Germany,2020-09-03,Deaths,2669,0,13124737
Bayern,Germany,2020-09-04,Deaths,2669,0,13124737
Bayern,Germany,2020-09-05,Deaths,2669,0,13124737
Bayern,Germany,2020-09-06,Deaths,2669,0,13124737
Bayern,Germany,2020-09-07,Deaths,2671,2,13124737
Bayern,Germany,2020-09-08,Deaths,2677,6,13124737
Bayern,Germany,2020-09-09,Deaths,2679,2,13124737
Bayern,Germany,2020-09-10,Deaths,2679,0,13124737
Bayern,Germany,2020-09-11,Deaths,2680,1,13124737
Bayern,Germany,2020-09-12,Deaths,2680,0,13124737
Bayern,Germany,2020-09-13,Deaths,2684,4,13124737
Bayern,Germany,2020-09-14,Deaths,2685,1,13124737
Bayern,Germany,2020-09-15,Deaths,2689,4,13124737
Bayern,Germany,2020-09-16,Deaths,2692,3,13124737
Bayern,Germany,2020-09-17,Deaths,2694,2,13124737
Bayern,Germany,2020-09-18,Deaths,2696,2,13124737
Bayern,Germany,2020-09-19,Deaths,2698,2,13124737
Bayern,Germany,2020-09-20,Deaths,2699,1,13124737
Bayern,Germany,2020-09-21,Deaths,2705,6,13124737
Bayern,Germany,2020-09-22,Deaths,2709,4,13124737
Bayern,Germany,2020-09-23,Deaths,2711,2,13124737
Bayern,Germany,2020-09-24,Deaths,2714,3,13124737
Bayern,Germany,2020-09-25,Deaths,2715,1,13124737
Bayern,Germany,2020-09-26,Deaths,2716,1,13124737
Bayern,Germany,2020-09-27,Deaths,2717,1,13124737
Bayern,Germany,2020-09-28,Deaths,2718,1,13124737
Bayern,Germany,2020-09-29,Deaths,2719,1,13124737
Bayern,Germany,2020-09-30,Deaths,2721,2,13124737
Bayern,Germany,2020-10-01,Deaths,2721,0,13124737
Bayern,Germany,2020-10-02,Deaths,2725,4,13124737
Bayern,Germany,2020-10-03,Deaths,2727,2,13124737
Bayern,Germany,2020-10-04,Deaths,2732,5,13124737
Bayern,Germany,2020-10-05,Deaths,2738,6,13124737
Bayern,Germany,2020-10-06,Deaths,2742,4,13124737
Bayern,Germany,2020-10-07,Deaths,2749,7,13124737
Bayern,Germany,2020-10-08,Deaths,2756,7,13124737
Bayern,Germany,2020-10-09,Deaths,2763,7,13124737
Bayern,Germany,2020-10-10,Deaths,2766,3,13124737
Bayern,Germany,2020-10-11,Deaths,2768,2,13124737
Bayern,Germany,2020-10-12,Deaths,2775,7,13124737
Bayern,Germany,2020-10-13,Deaths,2777,2,13124737
Bayern,Germany,2020-10-14,Deaths,2786,9,13124737
Bayern,Germany,2020-10-15,Deaths,2805,19,13124737
Bayern,Germany,2020-10-16,Deaths,2815,10,13124737
Bayern,Germany,2020-10-17,Deaths,2825,10,13124737
Bayern,Germany,2020-10-18,Deaths,2828,3,13124737
Bayern,Germany,2020-10-19,Deaths,2835,7,13124737
Bayern,Germany,2020-10-20,Deaths,2848,13,13124737
