Region,Country,Date,Measure,Value,New,Population
Nordrhein-Westfalen,Germany,2021-01-26,Cases,475291,2727,17947221
Nordrhein-Westfalen,Germany,2021-01-27,Cases,478355,3064,17947221
Nordrhein-Westfalen,Germany,2021-01-28,Cases,481041,2686,17947221
Nordrhein-Westfalen,Germany,2021-01-29,Cases,483633,2592,17947221
Nordrhein-Westfalen,Germany,2021-01-30,Cases,485762,2129,17947221
Nordrhein-Westfalen,Germany,2021-01-31,Cases,486722,960,17947221
Nordrhein-Westfalen,Germany,2021-02-01,Cases,487864,1142,17947221
Nordrhein-Westfalen,Germany,2021-02-02,Cases,490122,2258,17947221
Nordrhein-Westfalen,Germany,2021-02-03,Cases,492782,2660,17947221
Nordrhein-Westfalen,Germany,2021-02-04,Cases,495264,2482,17947221
Nordrhein-Westfalen,Germany,2021-02-05,Cases,497408,2144,17947221
Nordrhein-Westfalen,Germany,2021-02-06,Cases,499212,1804,17947221
Nordrhein-Westfalen,Germany,2021-02-07,Cases,499808,596,17947221
Nordrhein-Westfalen,Germany,2021-02-08,Cases,500647,839,17947221
Nordrhein-Westfalen,Germany,2021-02-09,Cases,502371,1724,17947221
Nordrhein-Westfalen,Germany,2021-02-10,Cases,504272,1901,17947221
Nordrhein-Westfalen,Germany,2021-02-11,Cases,506163,1891,17947221
Nordrhein-Westfalen,Germany,2021-02-12,Cases,507902,1739,17947221
Nordrhein-Westfalen,Germany,2021-02-13,Cases,509234,1332,17947221
Nordrhein-Westfalen,Germany,2021-02-14,Cases,510010,776,17947221
Nordrhein-Westfalen,Germany,2021-02-15,Cases,510849,839,17947221
Nordrhein-Westfalen,Germany,2021-02-16,Cases,512691,1842,17947221
Nordrhein-Westfalen,Germany,2021-02-17,Cases,514777,2086,17947221
Nordrhein-Westfalen,Germany,2021-02-18,Cases,516844,2067,17947221
Nordrhein-Westfalen,Germany,2021-02-19,Cases,518687,1843,17947221
Nordrhein-Westfalen,Germany,2021-02-20,Cases,520433,1746,17947221
Nordrhein-Westfalen,Germany,2021-02-21,Cases,521176,743,17947221
Nordrhein-Westfalen,Germany,2021-02-22,Cases,521986,810,17947221
Nordrhein-Westfalen,Germany,2021-02-23,Cases,523961,1975,17947221
Nordrhein-Westfalen,Germany,2021-02-24,Cases,526656,2695,17947221
Nordrhein-Westfalen,Germany,2021-02-25,Cases,528667,2011,17947221
Nordrhein-Westfalen,Germany,2021-02-26,Cases,530554,1887,17947221
Nordrhein-Westfalen,Germany,2021-02-27,Cases,532173,1619,17947221
Nordrhein-Westfalen,Germany,2021-02-28,Cases,532906,733,17947221
Nordrhein-Westfalen,Germany,2021-03-01,Cases,533830,924,17947221
Nordrhein-Westfalen,Germany,2021-03-02,Cases,536085,2255,17947221
Nordrhein-Westfalen,Germany,2021-03-03,Cases,538277,2192,17947221
Nordrhein-Westfalen,Germany,2021-03-04,Cases,540450,2173,17947221
Nordrhein-Westfalen,Germany,2021-03-05,Cases,542475,2025,17947221
Nordrhein-Westfalen,Germany,2021-03-06,Cases,544237,1762,17947221
Nordrhein-Westfalen,Germany,2021-03-07,Cases,544967,730,17947221
Nordrhein-Westfalen,Germany,2021-03-08,Cases,545921,954,17947221
Nordrhein-Westfalen,Germany,2021-03-09,Cases,548326,2405,17947221
Nordrhein-Westfalen,Germany,2021-03-10,Cases,551234,2908,17947221
Nordrhein-Westfalen,Germany,2021-03-11,Cases,553966,2732,17947221
Nordrhein-Westfalen,Germany,2021-03-12,Cases,556581,2615,17947221
Nordrhein-Westfalen,Germany,2021-03-13,Cases,558791,2210,17947221
Nordrhein-Westfalen,Germany,2021-03-14,Cases,559875,1084,17947221
Nordrhein-Westfalen,Germany,2021-03-15,Cases,561192,1317,17947221
Nordrhein-Westfalen,Germany,2021-03-16,Cases,564309,3117,17947221
Nordrhein-Westfalen,Germany,2021-03-17,Cases,568490,4181,17947221
Nordrhein-Westfalen,Germany,2021-03-18,Cases,571949,3459,17947221
Nordrhein-Westfalen,Germany,2021-03-19,Cases,575275,3326,17947221
Nordrhein-Westfalen,Germany,2021-03-20,Cases,578050,2775,17947221
Nordrhein-Westfalen,Germany,2021-03-21,Cases,579443,1393,17947221
Nordrhein-Westfalen,Germany,2021-03-22,Cases,581452,2009,17947221
Nordrhein-Westfalen,Germany,2021-03-23,Cases,585207,3755,17947221
Nordrhein-Westfalen,Germany,2021-03-24,Cases,590021,4814,17947221
Nordrhein-Westfalen,Germany,2021-03-25,Cases,594773,4752,17947221
Nordrhein-Westfalen,Germany,2021-03-26,Cases,598697,3924,17947221
Nordrhein-Westfalen,Germany,2021-03-27,Cases,601993,3296,17947221
Nordrhein-Westfalen,Germany,2021-03-28,Cases,603588,1595,17947221
Nordrhein-Westfalen,Germany,2021-03-29,Cases,606094,2506,17947221
Nordrhein-Westfalen,Germany,2021-03-30,Cases,610014,3920,17947221
Nordrhein-Westfalen,Germany,2021-03-31,Cases,614808,4794,17947221
Nordrhein-Westfalen,Germany,2021-04-01,Cases,619211,4403,17947221
Nordrhein-Westfalen,Germany,2021-04-02,Cases,622579,3368,17947221
Nordrhein-Westfalen,Germany,2021-04-03,Cases,625114,2535,17947221
Nordrhein-Westfalen,Germany,2021-04-04,Cases,626475,1361,17947221
Nordrhein-Westfalen,Germany,2021-04-05,Cases,628449,1974,17947221
Nordrhein-Westfalen,Germany,2021-04-06,Cases,630819,2370,17947221
Nordrhein-Westfalen,Germany,2021-04-07,Cases,635294,4475,17947221
Nordrhein-Westfalen,Germany,2021-04-08,Cases,640221,4927,17947221
Nordrhein-Westfalen,Germany,2021-04-09,Cases,645079,4858,17947221
Nordrhein-Westfalen,Germany,2021-04-10,Cases,648999,3920,17947221
Nordrhein-Westfalen,Germany,2021-04-11,Cases,651051,2052,17947221
Nordrhein-Westfalen,Germany,2021-04-12,Cases,653702,2651,17947221
Nordrhein-Westfalen,Germany,2021-04-13,Cases,658968,5266,17947221
Nordrhein-Westfalen,Germany,2021-04-14,Cases,663755,4787,17947221
Nordrhein-Westfalen,Germany,2020-02-20,Deaths,1,NA,17947221
Nordrhein-Westfalen,Germany,2020-02-21,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-22,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-23,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-24,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-25,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-26,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-27,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-28,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-02-29,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-03-01,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-03-02,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-03-03,Deaths,1,0,17947221
Nordrhein-Westfalen,Germany,2020-03-04,Deaths,2,1,17947221
Nordrhein-Westfalen,Germany,2020-03-05,Deaths,2,0,17947221
Nordrhein-Westfalen,Germany,2020-03-06,Deaths,3,1,17947221
Nordrhein-Westfalen,Germany,2020-03-07,Deaths,6,3,17947221
Nordrhein-Westfalen,Germany,2020-03-08,Deaths,6,0,17947221
Nordrhein-Westfalen,Germany,2020-03-09,Deaths,11,5,17947221
Nordrhein-Westfalen,Germany,2020-03-10,Deaths,11,0,17947221
Nordrhein-Westfalen,Germany,2020-03-11,Deaths,14,3,17947221
Nordrhein-Westfalen,Germany,2020-03-12,Deaths,17,3,17947221
Nordrhein-Westfalen,Germany,2020-03-13,Deaths,24,7,17947221
Nordrhein-Westfalen,Germany,2020-03-14,Deaths,27,3,17947221
Nordrhein-Westfalen,Germany,2020-03-15,Deaths,33,6,17947221
Nordrhein-Westfalen,Germany,2020-03-16,Deaths,43,10,17947221
Nordrhein-Westfalen,Germany,2020-03-17,Deaths,58,15,17947221
Nordrhein-Westfalen,Germany,2020-03-18,Deaths,77,19,17947221
Nordrhein-Westfalen,Germany,2020-03-19,Deaths,101,24,17947221
Nordrhein-Westfalen,Germany,2020-03-20,Deaths,121,20,17947221
Nordrhein-Westfalen,Germany,2020-03-21,Deaths,137,16,17947221
Nordrhein-Westfalen,Germany,2020-03-22,Deaths,159,22,17947221
Nordrhein-Westfalen,Germany,2020-03-23,Deaths,185,26,17947221
Nordrhein-Westfalen,Germany,2020-03-24,Deaths,209,24,17947221
Nordrhein-Westfalen,Germany,2020-03-25,Deaths,246,37,17947221
Nordrhein-Westfalen,Germany,2020-03-26,Deaths,285,39,17947221
Nordrhein-Westfalen,Germany,2020-03-27,Deaths,332,47,17947221
Nordrhein-Westfalen,Germany,2020-03-28,Deaths,371,39,17947221
Nordrhein-Westfalen,Germany,2020-03-29,Deaths,412,41,17947221
Nordrhein-Westfalen,Germany,2020-03-30,Deaths,454,42,17947221
Nordrhein-Westfalen,Germany,2020-03-31,Deaths,516,62,17947221
Nordrhein-Westfalen,Germany,2020-04-01,Deaths,604,88,17947221
Nordrhein-Westfalen,Germany,2020-04-02,Deaths,670,66,17947221
Nordrhein-Westfalen,Germany,2020-04-03,Deaths,743,73,17947221
Nordrhein-Westfalen,Germany,2020-04-04,Deaths,783,40,17947221
Nordrhein-Westfalen,Germany,2020-04-05,Deaths,831,48,17947221
Nordrhein-Westfalen,Germany,2020-04-06,Deaths,904,73,17947221
Nordrhein-Westfalen,Germany,2020-04-07,Deaths,961,57,17947221
Nordrhein-Westfalen,Germany,2020-04-08,Deaths,1037,76,17947221
Nordrhein-Westfalen,Germany,2020-04-09,Deaths,1094,57,17947221
Nordrhein-Westfalen,Germany,2020-04-10,Deaths,1133,39,17947221
Nordrhein-Westfalen,Germany,2020-04-11,Deaths,1169,36,17947221
Nordrhein-Westfalen,Germany,2020-04-12,Deaths,1200,31,17947221
Nordrhein-Westfalen,Germany,2020-04-13,Deaths,1223,23,17947221
Nordrhein-Westfalen,Germany,2020-04-14,Deaths,1274,51,17947221
Nordrhein-Westfalen,Germany,2020-04-15,Deaths,1313,39,17947221
Nordrhein-Westfalen,Germany,2020-04-16,Deaths,1349,36,17947221
Nordrhein-Westfalen,Germany,2020-04-17,Deaths,1384,35,17947221
Nordrhein-Westfalen,Germany,2020-04-18,Deaths,1408,24,17947221
Nordrhein-Westfalen,Germany,2020-04-19,Deaths,1434,26,17947221
Nordrhein-Westfalen,Germany,2020-04-20,Deaths,1471,37,17947221
Nordrhein-Westfalen,Germany,2020-04-21,Deaths,1496,25,17947221
Nordrhein-Westfalen,Germany,2020-04-22,Deaths,1514,18,17947221
Nordrhein-Westfalen,Germany,2020-04-23,Deaths,1528,14,17947221
Nordrhein-Westfalen,Germany,2020-04-24,Deaths,1535,7,17947221
Nordrhein-Westfalen,Germany,2020-04-25,Deaths,1546,11,17947221
Nordrhein-Westfalen,Germany,2020-04-26,Deaths,1550,4,17947221
Nordrhein-Westfalen,Germany,2020-04-27,Deaths,1562,12,17947221
Nordrhein-Westfalen,Germany,2020-04-28,Deaths,1576,14,17947221
Nordrhein-Westfalen,Germany,2020-04-29,Deaths,1582,6,17947221
Nordrhein-Westfalen,Germany,2020-04-30,Deaths,1594,12,17947221
Nordrhein-Westfalen,Germany,2020-05-01,Deaths,1606,12,17947221
Nordrhein-Westfalen,Germany,2020-05-02,Deaths,1610,4,17947221
Nordrhein-Westfalen,Germany,2020-05-03,Deaths,1616,6,17947221
Nordrhein-Westfalen,Germany,2020-05-04,Deaths,1622,6,17947221
Nordrhein-Westfalen,Germany,2020-05-05,Deaths,1631,9,17947221
Nordrhein-Westfalen,Germany,2020-05-06,Deaths,1639,8,17947221
Nordrhein-Westfalen,Germany,2020-05-07,Deaths,1648,9,17947221
Nordrhein-Westfalen,Germany,2020-05-08,Deaths,1652,4,17947221
Nordrhein-Westfalen,Germany,2020-05-09,Deaths,1659,7,17947221
Nordrhein-Westfalen,Germany,2020-05-10,Deaths,1661,2,17947221
Nordrhein-Westfalen,Germany,2020-05-11,Deaths,1664,3,17947221
Nordrhein-Westfalen,Germany,2020-05-12,Deaths,1669,5,17947221
Nordrhein-Westfalen,Germany,2020-05-13,Deaths,1675,6,17947221
Nordrhein-Westfalen,Germany,2020-05-14,Deaths,1679,4,17947221
Nordrhein-Westfalen,Germany,2020-05-15,Deaths,1685,6,17947221
Nordrhein-Westfalen,Germany,2020-05-16,Deaths,1688,3,17947221
Nordrhein-Westfalen,Germany,2020-05-17,Deaths,1689,1,17947221
Nordrhein-Westfalen,Germany,2020-05-18,Deaths,1692,3,17947221
Nordrhein-Westfalen,Germany,2020-05-19,Deaths,1693,1,17947221
Nordrhein-Westfalen,Germany,2020-05-20,Deaths,1698,5,17947221
Nordrhein-Westfalen,Germany,2020-05-21,Deaths,1698,0,17947221
Nordrhein-Westfalen,Germany,2020-05-22,Deaths,1702,4,17947221
Nordrhein-Westfalen,Germany,2020-05-23,Deaths,1702,0,17947221
Nordrhein-Westfalen,Germany,2020-05-24,Deaths,1705,3,17947221
Nordrhein-Westfalen,Germany,2020-05-25,Deaths,1709,4,17947221
Nordrhein-Westfalen,Germany,2020-05-26,Deaths,1712,3,17947221
Nordrhein-Westfalen,Germany,2020-05-27,Deaths,1715,3,17947221
Nordrhein-Westfalen,Germany,2020-05-28,Deaths,1719,4,17947221
Nordrhein-Westfalen,Germany,2020-05-29,Deaths,1721,2,17947221
Nordrhein-Westfalen,Germany,2020-05-30,Deaths,1721,0,17947221
Nordrhein-Westfalen,Germany,2020-05-31,Deaths,1721,0,17947221
Nordrhein-Westfalen,Germany,2020-06-01,Deaths,1722,1,17947221
Nordrhein-Westfalen,Germany,2020-06-02,Deaths,1724,2,17947221
Nordrhein-Westfalen,Germany,2020-06-03,Deaths,1725,1,17947221
Nordrhein-Westfalen,Germany,2020-06-04,Deaths,1726,1,17947221
Nordrhein-Westfalen,Germany,2020-06-05,Deaths,1728,2,17947221
Nordrhein-Westfalen,Germany,2020-06-06,Deaths,1730,2,17947221
Nordrhein-Westfalen,Germany,2020-06-07,Deaths,1730,0,17947221
Nordrhein-Westfalen,Germany,2020-06-08,Deaths,1732,2,17947221
Nordrhein-Westfalen,Germany,2020-06-09,Deaths,1733,1,17947221
Nordrhein-Westfalen,Germany,2020-06-10,Deaths,1734,1,17947221
Nordrhein-Westfalen,Germany,2020-06-11,Deaths,1734,0,17947221
Nordrhein-Westfalen,Germany,2020-06-12,Deaths,1734,0,17947221
Nordrhein-Westfalen,Germany,2020-06-13,Deaths,1735,1,17947221
Nordrhein-Westfalen,Germany,2020-06-14,Deaths,1740,5,17947221
Nordrhein-Westfalen,Germany,2020-06-15,Deaths,1742,2,17947221
Nordrhein-Westfalen,Germany,2020-06-16,Deaths,1747,5,17947221
Nordrhein-Westfalen,Germany,2020-06-17,Deaths,1749,2,17947221
Nordrhein-Westfalen,Germany,2020-06-18,Deaths,1749,0,17947221
Nordrhein-Westfalen,Germany,2020-06-19,Deaths,1750,1,17947221
Nordrhein-Westfalen,Germany,2020-06-20,Deaths,1753,3,17947221
Nordrhein-Westfalen,Germany,2020-06-21,Deaths,1753,0,17947221
Nordrhein-Westfalen,Germany,2020-06-22,Deaths,1753,0,17947221
Nordrhein-Westfalen,Germany,2020-06-23,Deaths,1756,3,17947221
Nordrhein-Westfalen,Germany,2020-06-24,Deaths,1757,1,17947221
Nordrhein-Westfalen,Germany,2020-06-25,Deaths,1757,0,17947221
Nordrhein-Westfalen,Germany,2020-06-26,Deaths,1759,2,17947221
Nordrhein-Westfalen,Germany,2020-06-27,Deaths,1760,1,17947221
Nordrhein-Westfalen,Germany,2020-06-28,Deaths,1760,0,17947221
Nordrhein-Westfalen,Germany,2020-06-29,Deaths,1760,0,17947221
Nordrhein-Westfalen,Germany,2020-06-30,Deaths,1760,0,17947221
Nordrhein-Westfalen,Germany,2020-07-01,Deaths,1761,1,17947221
Nordrhein-Westfalen,Germany,2020-07-02,Deaths,1762,1,17947221
Nordrhein-Westfalen,Germany,2020-07-03,Deaths,1767,5,17947221
Nordrhein-Westfalen,Germany,2020-07-04,Deaths,1767,0,17947221
Nordrhein-Westfalen,Germany,2020-07-05,Deaths,1768,1,17947221
Nordrhein-Westfalen,Germany,2020-07-06,Deaths,1770,2,17947221
Nordrhein-Westfalen,Germany,2020-07-07,Deaths,1773,3,17947221
Nordrhein-Westfalen,Germany,2020-07-08,Deaths,1776,3,17947221
Nordrhein-Westfalen,Germany,2020-07-09,Deaths,1778,2,17947221
Nordrhein-Westfalen,Germany,2020-07-10,Deaths,1780,2,17947221
Nordrhein-Westfalen,Germany,2020-07-11,Deaths,1780,0,17947221
Nordrhein-Westfalen,Germany,2020-07-12,Deaths,1780,0,17947221
Nordrhein-Westfalen,Germany,2020-07-13,Deaths,1783,3,17947221
Nordrhein-Westfalen,Germany,2020-07-14,Deaths,1784,1,17947221
Nordrhein-Westfalen,Germany,2020-07-15,Deaths,1785,1,17947221
Nordrhein-Westfalen,Germany,2020-07-16,Deaths,1789,4,17947221
Nordrhein-Westfalen,Germany,2020-07-17,Deaths,1790,1,17947221
Nordrhein-Westfalen,Germany,2020-07-18,Deaths,1790,0,17947221
Nordrhein-Westfalen,Germany,2020-07-19,Deaths,1791,1,17947221
Nordrhein-Westfalen,Germany,2020-07-20,Deaths,1793,2,17947221
Nordrhein-Westfalen,Germany,2020-07-21,Deaths,1793,0,17947221
Nordrhein-Westfalen,Germany,2020-07-22,Deaths,1796,3,17947221
Nordrhein-Westfalen,Germany,2020-07-23,Deaths,1797,1,17947221
Nordrhein-Westfalen,Germany,2020-07-24,Deaths,1802,5,17947221
Nordrhein-Westfalen,Germany,2020-07-25,Deaths,1803,1,17947221
Nordrhein-Westfalen,Germany,2020-07-26,Deaths,1803,0,17947221
Nordrhein-Westfalen,Germany,2020-07-27,Deaths,1806,3,17947221
Nordrhein-Westfalen,Germany,2020-07-28,Deaths,1807,1,17947221
Nordrhein-Westfalen,Germany,2020-07-29,Deaths,1811,4,17947221
Nordrhein-Westfalen,Germany,2020-07-30,Deaths,1811,0,17947221
Nordrhein-Westfalen,Germany,2020-07-31,Deaths,1818,7,17947221
Nordrhein-Westfalen,Germany,2020-08-01,Deaths,1819,1,17947221
Nordrhein-Westfalen,Germany,2020-08-02,Deaths,1820,1,17947221
Nordrhein-Westfalen,Germany,2020-08-03,Deaths,1825,5,17947221
Nordrhein-Westfalen,Germany,2020-08-04,Deaths,1829,4,17947221
Nordrhein-Westfalen,Germany,2020-08-05,Deaths,1830,1,17947221
Nordrhein-Westfalen,Germany,2020-08-06,Deaths,1835,5,17947221
Nordrhein-Westfalen,Germany,2020-08-07,Deaths,1838,3,17947221
Nordrhein-Westfalen,Germany,2020-08-08,Deaths,1839,1,17947221
Nordrhein-Westfalen,Germany,2020-08-09,Deaths,1841,2,17947221
Nordrhein-Westfalen,Germany,2020-08-10,Deaths,1842,1,17947221
Nordrhein-Westfalen,Germany,2020-08-11,Deaths,1843,1,17947221
Nordrhein-Westfalen,Germany,2020-08-12,Deaths,1849,6,17947221
Nordrhein-Westfalen,Germany,2020-08-13,Deaths,1850,1,17947221
Nordrhein-Westfalen,Germany,2020-08-14,Deaths,1852,2,17947221
Nordrhein-Westfalen,Germany,2020-08-15,Deaths,1855,3,17947221
Nordrhein-Westfalen,Germany,2020-08-16,Deaths,1857,2,17947221
Nordrhein-Westfalen,Germany,2020-08-17,Deaths,1860,3,17947221
Nordrhein-Westfalen,Germany,2020-08-18,Deaths,1864,4,17947221
Nordrhein-Westfalen,Germany,2020-08-19,Deaths,1865,1,17947221
Nordrhein-Westfalen,Germany,2020-08-20,Deaths,1869,4,17947221
Nordrhein-Westfalen,Germany,2020-08-21,Deaths,1870,1,17947221
Nordrhein-Westfalen,Germany,2020-08-22,Deaths,1871,1,17947221
Nordrhein-Westfalen,Germany,2020-08-23,Deaths,1871,0,17947221
Nordrhein-Westfalen,Germany,2020-08-24,Deaths,1872,1,17947221
Nordrhein-Westfalen,Germany,2020-08-25,Deaths,1872,0,17947221
Nordrhein-Westfalen,Germany,2020-08-26,Deaths,1873,1,17947221
Nordrhein-Westfalen,Germany,2020-08-27,Deaths,1873,0,17947221
Nordrhein-Westfalen,Germany,2020-08-28,Deaths,1873,0,17947221
Nordrhein-Westfalen,Germany,2020-08-29,Deaths,1874,1,17947221
Nordrhein-Westfalen,Germany,2020-08-30,Deaths,1876,2,17947221
Nordrhein-Westfalen,Germany,2020-08-31,Deaths,1878,2,17947221
Nordrhein-Westfalen,Germany,2020-09-01,Deaths,1878,0,17947221
Nordrhein-Westfalen,Germany,2020-09-02,Deaths,1879,1,17947221
Nordrhein-Westfalen,Germany,2020-09-03,Deaths,1884,5,17947221
Nordrhein-Westfalen,Germany,2020-09-04,Deaths,1886,2,17947221
Nordrhein-Westfalen,Germany,2020-09-05,Deaths,1890,4,17947221
Nordrhein-Westfalen,Germany,2020-09-06,Deaths,1890,0,17947221
Nordrhein-Westfalen,Germany,2020-09-07,Deaths,1892,2,17947221
Nordrhein-Westfalen,Germany,2020-09-08,Deaths,1897,5,17947221
Nordrhein-Westfalen,Germany,2020-09-09,Deaths,1899,2,17947221
Nordrhein-Westfalen,Germany,2020-09-10,Deaths,1900,1,17947221
Nordrhein-Westfalen,Germany,2020-09-11,Deaths,1902,2,17947221
Nordrhein-Westfalen,Germany,2020-09-12,Deaths,1907,5,17947221
Nordrhein-Westfalen,Germany,2020-09-13,Deaths,1909,2,17947221
Nordrhein-Westfalen,Germany,2020-09-14,Deaths,1910,1,17947221
Nordrhein-Westfalen,Germany,2020-09-15,Deaths,1913,3,17947221
Nordrhein-Westfalen,Germany,2020-09-16,Deaths,1916,3,17947221
Nordrhein-Westfalen,Germany,2020-09-17,Deaths,1919,3,17947221
Nordrhein-Westfalen,Germany,2020-09-18,Deaths,1925,6,17947221
Nordrhein-Westfalen,Germany,2020-09-19,Deaths,1928,3,17947221
Nordrhein-Westfalen,Germany,2020-09-20,Deaths,1930,2,17947221
Nordrhein-Westfalen,Germany,2020-09-21,Deaths,1932,2,17947221
Nordrhein-Westfalen,Germany,2020-09-22,Deaths,1939,7,17947221
Nordrhein-Westfalen,Germany,2020-09-23,Deaths,1941,2,17947221
Nordrhein-Westfalen,Germany,2020-09-24,Deaths,1945,4,17947221
Nordrhein-Westfalen,Germany,2020-09-25,Deaths,1945,0,17947221
Nordrhein-Westfalen,Germany,2020-09-26,Deaths,1948,3,17947221
Nordrhein-Westfalen,Germany,2020-09-27,Deaths,1954,6,17947221
Nordrhein-Westfalen,Germany,2020-09-28,Deaths,1962,8,17947221
Nordrhein-Westfalen,Germany,2020-09-29,Deaths,1968,6,17947221
Nordrhein-Westfalen,Germany,2020-09-30,Deaths,1973,5,17947221
Nordrhein-Westfalen,Germany,2020-10-01,Deaths,1980,7,17947221
Nordrhein-Westfalen,Germany,2020-10-02,Deaths,1981,1,17947221
Nordrhein-Westfalen,Germany,2020-10-03,Deaths,1982,1,17947221
Nordrhein-Westfalen,Germany,2020-10-04,Deaths,1983,1,17947221
Nordrhein-Westfalen,Germany,2020-10-05,Deaths,1991,8,17947221
Nordrhein-Westfalen,Germany,2020-10-06,Deaths,1997,6,17947221
Nordrhein-Westfalen,Germany,2020-10-07,Deaths,2010,13,17947221
Nordrhein-Westfalen,Germany,2020-10-08,Deaths,2023,13,17947221
Nordrhein-Westfalen,Germany,2020-10-09,Deaths,2036,13,17947221
Nordrhein-Westfalen,Germany,2020-10-10,Deaths,2042,6,17947221
Nordrhein-Westfalen,Germany,2020-10-11,Deaths,2049,7,17947221
Nordrhein-Westfalen,Germany,2020-10-12,Deaths,2061,12,17947221
Nordrhein-Westfalen,Germany,2020-10-13,Deaths,2082,21,17947221
Nordrhein-Westfalen,Germany,2020-10-14,Deaths,2094,12,17947221
Nordrhein-Westfalen,Germany,2020-10-15,Deaths,2110,16,17947221
Nordrhein-Westfalen,Germany,2020-10-16,Deaths,2127,17,17947221
Nordrhein-Westfalen,Germany,2020-10-17,Deaths,2148,21,17947221
Nordrhein-Westfalen,Germany,2020-10-18,Deaths,2164,16,17947221
Nordrhein-Westfalen,Germany,2020-10-19,Deaths,2187,23,17947221
Nordrhein-Westfalen,Germany,2020-10-20,Deaths,2219,32,17947221
Nordrhein-Westfalen,Germany,2020-10-21,Deaths,2257,38,17947221
Nordrhein-Westfalen,Germany,2020-10-22,Deaths,2299,42,17947221
Nordrhein-Westfalen,Germany,2020-10-23,Deaths,2338,39,17947221
Nordrhein-Westfalen,Germany,2020-10-24,Deaths,2373,35,17947221
Nordrhein-Westfalen,Germany,2020-10-25,Deaths,2423,50,17947221
Nordrhein-Westfalen,Germany,2020-10-26,Deaths,2480,57,17947221
Nordrhein-Westfalen,Germany,2020-10-27,Deaths,2527,47,17947221
Nordrhein-Westfalen,Germany,2020-10-28,Deaths,2579,52,17947221
Nordrhein-Westfalen,Germany,2020-10-29,Deaths,2651,72,17947221
Nordrhein-Westfalen,Germany,2020-10-30,Deaths,2709,58,17947221
Nordrhein-Westfalen,Germany,2020-10-31,Deaths,2749,40,17947221
Nordrhein-Westfalen,Germany,2020-11-01,Deaths,2789,40,17947221
Nordrhein-Westfalen,Germany,2020-11-02,Deaths,2852,63,17947221
Nordrhein-Westfalen,Germany,2020-11-03,Deaths,2931,79,17947221
Nordrhein-Westfalen,Germany,2020-11-04,Deaths,2986,55,17947221
Nordrhein-Westfalen,Germany,2020-11-05,Deaths,3042,56,17947221
Nordrhein-Westfalen,Germany,2020-11-06,Deaths,3092,50,17947221
Nordrhein-Westfalen,Germany,2020-11-07,Deaths,3147,55,17947221
Nordrhein-Westfalen,Germany,2020-11-08,Deaths,3180,33,17947221
Nordrhein-Westfalen,Germany,2020-11-09,Deaths,3236,56,17947221
Nordrhein-Westfalen,Germany,2020-11-10,Deaths,3307,71,17947221
Nordrhein-Westfalen,Germany,2020-11-11,Deaths,3389,82,17947221
Nordrhein-Westfalen,Germany,2020-11-12,Deaths,3473,84,17947221
Nordrhein-Westfalen,Germany,2020-11-13,Deaths,3562,89,17947221
Nordrhein-Westfalen,Germany,2020-11-14,Deaths,3657,95,17947221
Nordrhein-Westfalen,Germany,2020-11-15,Deaths,3698,41,17947221
Nordrhein-Westfalen,Germany,2020-11-16,Deaths,3786,88,17947221
Nordrhein-Westfalen,Germany,2020-11-17,Deaths,3877,91,17947221
Nordrhein-Westfalen,Germany,2020-11-18,Deaths,3966,89,17947221
Nordrhein-Westfalen,Germany,2020-11-19,Deaths,4071,105,17947221
Nordrhein-Westfalen,Germany,2020-11-20,Deaths,4178,107,17947221
Nordrhein-Westfalen,Germany,2020-11-21,Deaths,4221,43,17947221
Nordrhein-Westfalen,Germany,2020-11-22,Deaths,4276,55,17947221
Nordrhein-Westfalen,Germany,2020-11-23,Deaths,4394,118,17947221
Nordrhein-Westfalen,Germany,2020-11-24,Deaths,4482,88,17947221
Nordrhein-Westfalen,Germany,2020-11-25,Deaths,4576,94,17947221
Nordrhein-Westfalen,Germany,2020-11-26,Deaths,4664,88,17947221
Nordrhein-Westfalen,Germany,2020-11-27,Deaths,4775,111,17947221
Nordrhein-Westfalen,Germany,2020-11-28,Deaths,4847,72,17947221
Nordrhein-Westfalen,Germany,2020-11-29,Deaths,4912,65,17947221
Nordrhein-Westfalen,Germany,2020-11-30,Deaths,5015,103,17947221
Nordrhein-Westfalen,Germany,2020-12-01,Deaths,5099,84,17947221
Nordrhein-Westfalen,Germany,2020-12-02,Deaths,5234,135,17947221
Nordrhein-Westfalen,Germany,2020-12-03,Deaths,5369,135,17947221
Nordrhein-Westfalen,Germany,2020-12-04,Deaths,5537,168,17947221
Nordrhein-Westfalen,Germany,2020-12-05,Deaths,5614,77,17947221
